age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
18-24,English,English,Woman,join the Ear Look club,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_4c4a2576-8096-4fdc-85d6-ba0c4be68a12.wav,/final/chunk30.wav,Iphone,1635
18-24,English,English,Woman,join the Ear Look club,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_4c4a2576-8096-4fdc-85d6-ba0c4be68a12.wav,/final/chunk40.wav,Iphone,1636
25-39,English,English,Woman,another dog secretary show,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_2930fad7-1a85-4414-b478-15165188356a.wav,/final/chunk30.wav,IPhone 13 Max,1637
25-39,English,English,Woman,another dog secretary show,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_2930fad7-1a85-4414-b478-15165188356a.wav,/final/chunk41.wav,IPhone 13 Max,1638
18-24,English,Portuguese,Woman,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_328c6b4e-887b-4c3a-aeaa-640e53c0e525.wav,/final/chunk11.wav,Galaxy S10,1639
18-24,English,Portuguese,Woman,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_328c6b4e-887b-4c3a-aeaa-640e53c0e525.wav,/final/chunk20.wav,Galaxy S10,1640
18-24,English,Portuguese,Woman,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_328c6b4e-887b-4c3a-aeaa-640e53c0e525.wav,/final/chunk41.wav,Galaxy S10,1641
25-39,English,English,Woman,banana and mustard sandwiches,anger,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_8707914e-2636-4f22-80cc-1fc257fc11f2.wav,/final/chunk23.wav,iPhone 12,1642
25-39,English,English,Woman,ripped ocean jumper,anger,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e75ffe5c-4c42-4e5b-8272-497d365652f7.wav,/final/chunk02.wav,Samsung Galaxy s8+,1643
18-24,English,English,Woman,birds make new jingles,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e.wav,/final/chunk40.wav,IPhone,1644
18-24,English,English,Non-Binary,hungry action hippos fruit,joy,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_073b4050-bae0-483b-95f7-e7dd33bba414.wav,/final/chunk20.wav,iPhone SE,1645
18-24,English,English,Non-Binary,hungry action hippos fruit,joy,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_073b4050-bae0-483b-95f7-e7dd33bba414.wav,/final/chunk50.wav,iPhone SE,1646
18-24,English,English,Non-Binary,hungry action hippos fruit,joy,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_073b4050-bae0-483b-95f7-e7dd33bba414.wav,/final/chunk61.wav,iPhone SE,1647
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_9e5dc47f-ed9c-45a4-b39c-c3bc71afd219.wav,/final/chunk13.wav,iPhone 12,1648
18-24,English,English,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_31a8aee8-5a68-4bf5-9780-2ad37bdee06e.wav,/final/chunk10.wav,iphone 13,1649
18-24,English,English,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_31a8aee8-5a68-4bf5-9780-2ad37bdee06e.wav,/final/chunk21.wav,iphone 13,1650
18-24,English,English,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_31a8aee8-5a68-4bf5-9780-2ad37bdee06e.wav,/final/chunk41.wav,iphone 13,1651
25-39,English,English,Man,hungry action hippos fruit,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_3c6bcfdc-fb42-444a-a023-58ed7a2f20b7.wav,/final/chunk21.wav,iPhone 11,1652
25-39,English,English,Woman,heavy undersea birthday pumpkins,neutral,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_d748b9d1-7c91-4b24-b541-7c421e4b981c.wav,/final/chunk40.wav,One plus 7T,1653
25-39,English,English,Woman,heavy undersea birthday pumpkins,neutral,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_d748b9d1-7c91-4b24-b541-7c421e4b981c.wav,/final/chunk70.wav,One plus 7T,1654
25-39,English,English,Woman,heavy undersea birthday pumpkins,neutral,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_d748b9d1-7c91-4b24-b541-7c421e4b981c.wav,/final/chunk80.wav,One plus 7T,1655
25-39,English,Hungarian,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_1a2b742d-7961-4c0e-9464-95ac2f48c955.wav,/final/chunk10.wav,Samsung S8,1656
25-39,English,Hungarian,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_1a2b742d-7961-4c0e-9464-95ac2f48c955.wav,/final/chunk11.wav,Samsung S8,1657
25-39,English,Hungarian,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_1a2b742d-7961-4c0e-9464-95ac2f48c955.wav,/final/chunk12.wav,Samsung S8,1658
18-24,English,English,Woman,the thunder break craze,anger,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_9383eabc-0972-427b-840b-8df932897f19.wav,/final/chunk10.wav,iPhone 11,1659
18-24,English,English,Woman,the thunder break craze,anger,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_9383eabc-0972-427b-840b-8df932897f19.wav,/final/chunk20.wav,iPhone 11,1660
18-24,English,English,Woman,the thunder break craze,anger,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_9383eabc-0972-427b-840b-8df932897f19.wav,/final/chunk31.wav,iPhone 11,1661
18-24,English,English,Man,heavy undersea birthday pumpkins,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_49c77cea-95bc-438f-b170-b0d5bd15e9d6.wav,/final/chunk00.wav,iPhone,1662
18-24,English,English,Man,heavy undersea birthday pumpkins,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_49c77cea-95bc-438f-b170-b0d5bd15e9d6.wav,/final/chunk10.wav,iPhone,1663
25-39,English,English,Prefer not to disclose,heavy undersea birthday pumpkins,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_c4ef0c56-85a1-450f-8594-983a48a43732.wav,/final/chunk10.wav,7900948769,1664
25-39,English,English,Prefer not to disclose,heavy undersea birthday pumpkins,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_c4ef0c56-85a1-450f-8594-983a48a43732.wav,/final/chunk31.wav,7900948769,1665
25-39,English,English,Prefer not to disclose,heavy undersea birthday pumpkins,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_c4ef0c56-85a1-450f-8594-983a48a43732.wav,/final/chunk40.wav,7900948769,1666
40-60,English,French,Woman,zebra cats walking on lamps,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_21bd2503-c786-4e18-977f-0f3466e84123.wav,/final/chunk20.wav,android,1667
25-39,English,English,Woman,fluffy baseboard yogurt division,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_853e6137-72e2-4282-878c-e3a5fd8c10ca.wav,/final/chunk10.wav,Galaxy J3 Star,1668
25-39,English,English,Woman,fluffy baseboard yogurt division,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_853e6137-72e2-4282-878c-e3a5fd8c10ca.wav,/final/chunk20.wav,Galaxy J3 Star,1669
60 and over,English,English,Man,heavy undersea birthday pumpkins,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_a0d73c53-106c-4f59-8fcd-f0a11225c452.wav,/final/chunk21.wav,Moto e,1670
60 and over,English,English,Man,heavy undersea birthday pumpkins,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_a0d73c53-106c-4f59-8fcd-f0a11225c452.wav,/final/chunk23.wav,Moto e,1671
40-60,English,Italian,Man,hungry action hippos fruit,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_fed06235-0912-4842-afbe-5cd0b5e97814.wav,/final/chunk21.wav,iPhone 6,1672
40-60,English,Italian,Man,hungry action hippos fruit,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_fed06235-0912-4842-afbe-5cd0b5e97814.wav,/final/chunk30.wav,iPhone 6,1673
25-39,English,English,Man,five special guest treasures,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_7f90ad85-435b-4667-9175-fe6124ee3a2d.wav,/final/chunk20.wav,Samsung S22+ Ultra,1674
25-39,English,English,Man,five special guest treasures,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_7f90ad85-435b-4667-9175-fe6124ee3a2d.wav,/final/chunk30.wav,Samsung S22+ Ultra,1675
25-39,English,English,Man,five special guest treasures,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_7f90ad85-435b-4667-9175-fe6124ee3a2d.wav,/final/chunk40.wav,Samsung S22+ Ultra,1676
25-39,English,Tagalog,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_541f4a96-c8ac-48a5-bbdc-68cbb03dfe91.wav,/final/chunk31.wav,Iphone11,1677
25-39,English,English,Woman,banana and mustard sandwiches,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_4c738c2a-08e4-4e9a-a4a9-bae2cc4216bd.wav,/final/chunk01.wav,iPhone 12,1678
25-39,English,English,Woman,banana and mustard sandwiches,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_4c738c2a-08e4-4e9a-a4a9-bae2cc4216bd.wav,/final/chunk03.wav,iPhone 12,1679
25-39,English,English,Woman,banana and mustard sandwiches,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_4c738c2a-08e4-4e9a-a4a9-bae2cc4216bd.wav,/final/chunk21.wav,iPhone 12,1680
40-60,English,English,Man,five dollar slaw onion cure,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_a60c03e8-9451-405e-8371-4c74270256f3.wav,/final/chunk10.wav,Samsung,1681
40-60,English,English,Man,five dollar slaw onion cure,neutral,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_a60c03e8-9451-405e-8371-4c74270256f3.wav,/final/chunk20.wav,Samsung,1682
25-39,English,English,Man,hungry action hippos fruit,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_f9dbcb13-505f-4377-a525-3ec6b47176be.wav,/final/chunk20.wav,Google Pixel 6,1683
25-39,English,English,Man,hungry action hippos fruit,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_f9dbcb13-505f-4377-a525-3ec6b47176be.wav,/final/chunk31.wav,Google Pixel 6,1684
25-39,English,English,Man,hungry action hippos fruit,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_f9dbcb13-505f-4377-a525-3ec6b47176be.wav,/final/chunk41.wav,Google Pixel 6,1685
18-24,English,English,Woman,snow meteor down the chimney,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_2959fa1b-8473-415e-b182-6e69103151ee.wav,/final/chunk01.wav,iPhone XS,1686
25-39,English,English,Man,five dollar slaw onion cure,anger,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_50a2b0ed-a5a8-4280-8503-fcf8316e3b86.wav,/final/chunk10.wav,iPhone,1687
25-39,English,English,Man,five special guest treasures,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_1c5c3a7e-1751-4fa6-afaa-eaaa67137364.wav,/final/chunk21.wav,iPhone,1688
25-39,English,English,Man,five special guest treasures,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_1c5c3a7e-1751-4fa6-afaa-eaaa67137364.wav,/final/chunk61.wav,iPhone,1689
40-60,English,English,Woman,heavy undersea birthday pumpkins,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_162d5de2-4e21-4492-adba-8c74b396cfc5.wav,/final/chunk21.wav,iPhone se,1690
40-60,English,English,Woman,heavy undersea birthday pumpkins,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_162d5de2-4e21-4492-adba-8c74b396cfc5.wav,/final/chunk31.wav,iPhone se,1691
18-24,French,French,Woman,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_d577cd64-e3d0-4805-9f00-2db2be325ad5.wav,/final/chunk00.wav,Samsung A10e,1692
18-24,French,French,Woman,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_d577cd64-e3d0-4805-9f00-2db2be325ad5.wav,/final/chunk11.wav,Samsung A10e,1693
18-24,French,French,Woman,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_d577cd64-e3d0-4805-9f00-2db2be325ad5.wav,/final/chunk30.wav,Samsung A10e,1694
25-39,English,English,Man,another dog secretary show,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_36ccc687-23fc-4ff1-bdcd-4018b645f328.wav,/final/chunk10.wav,Samsung S22+ Ultra,1695
25-39,English,English,Man,another dog secretary show,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_36ccc687-23fc-4ff1-bdcd-4018b645f328.wav,/final/chunk20.wav,Samsung S22+ Ultra,1696
25-39,English,English,Man,another dog secretary show,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_36ccc687-23fc-4ff1-bdcd-4018b645f328.wav,/final/chunk30.wav,Samsung S22+ Ultra,1697
25-39,English,English,Woman,join the Ear Look club,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5bdd80c3-e644-4b35-b494-4a5c366b2665.wav,/final/chunk01.wav,iPhone 12,1698
25-39,English,English,Woman,join the Ear Look club,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5bdd80c3-e644-4b35-b494-4a5c366b2665.wav,/final/chunk10.wav,iPhone 12,1699
25-39,English,English,Woman,join the Ear Look club,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5bdd80c3-e644-4b35-b494-4a5c366b2665.wav,/final/chunk31.wav,iPhone 12,1700
25-39,English,English,Woman,ripped ocean jumper,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0f9310b0-cad7-47c9-b7ee-51aaf5701c4a.wav,/final/chunk01.wav,iPhone 12,1701
25-39,English,English,Woman,ripped ocean jumper,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0f9310b0-cad7-47c9-b7ee-51aaf5701c4a.wav,/final/chunk11.wav,iPhone 12,1702
25-39,English,English,Woman,ripped ocean jumper,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0f9310b0-cad7-47c9-b7ee-51aaf5701c4a.wav,/final/chunk31.wav,iPhone 12,1703
25-39,English,English,Man,birds make new jingles,fear,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_531d8bb2-97a6-4228-9b85-0054880e1a78.wav,/final/chunk11.wav,s21 ultra,1704
25-39,English,English,Man,birds make new jingles,fear,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_531d8bb2-97a6-4228-9b85-0054880e1a78.wav,/final/chunk21.wav,s21 ultra,1705
25-39,English,English,Man,birds make new jingles,fear,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_531d8bb2-97a6-4228-9b85-0054880e1a78.wav,/final/chunk31.wav,s21 ultra,1706
40-60,English,English,Woman,another dog secretary show,anger,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_8d2838ff-0b62-4361-ab36-055d900f8f60.wav,/final/chunk00.wav,Samsung note 20,1707
40-60,English,English,Woman,another dog secretary show,anger,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_8d2838ff-0b62-4361-ab36-055d900f8f60.wav,/final/chunk31.wav,Samsung note 20,1708
40-60,English,English,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_69d3d7ee-e0e6-4ed7-b1bc-0766e3e21351.wav,/final/chunk10.wav,iPhone,1709
18-24,English,Portuguese,Woman,five dollar slaw onion cure,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_430e40ca-dfa7-4c21-a778-d0bc77dd9a16.wav,/final/chunk20.wav,Galaxy S10,1710
18-24,English,Portuguese,Woman,five dollar slaw onion cure,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_430e40ca-dfa7-4c21-a778-d0bc77dd9a16.wav,/final/chunk60.wav,Galaxy S10,1711
18-24,English,English,Woman,five dollar slaw onion cure,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0b1d3d41-1236-437c-afd9-a4339a88a6da.wav,/final/chunk00.wav,iPhone XR,1712
18-24,English,English,Woman,five dollar slaw onion cure,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0b1d3d41-1236-437c-afd9-a4339a88a6da.wav,/final/chunk20.wav,iPhone XR,1713
18-24,English,English,Woman,five dollar slaw onion cure,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_0b1d3d41-1236-437c-afd9-a4339a88a6da.wav,/final/chunk30.wav,iPhone XR,1714
60 and over,english,english,Man,heavy undersea birthday pumpkins,joy,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_9280d0a4-3ff6-4932-91cc-8b58fa3e0942.wav,/final/chunk20.wav,microsoft surface,1715
40-60,English,English,Woman,zebra cats walking on lamps,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_e846e3e4-b59c-4f1f-9aeb-e9f0653b4a1d.wav,/final/chunk11.wav,I phone7,1716
25-39,English,English,Woman,another dog secretary show,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_42a2b749-6360-40c5-9668-952581eb7657.wav,/final/chunk01.wav,One plus 7T,1717
25-39,English,English,Woman,another dog secretary show,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_42a2b749-6360-40c5-9668-952581eb7657.wav,/final/chunk20.wav,One plus 7T,1718
25-39,English,English,Woman,another dog secretary show,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_42a2b749-6360-40c5-9668-952581eb7657.wav,/final/chunk30.wav,One plus 7T,1719
40-60,English,English,Man,five special guest treasures,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_9a2eb91d-f0a4-41a5-b375-3a12cf35d9ac.wav,/final/chunk20.wav,Samsung,1720
40-60,English,English,Man,five special guest treasures,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_9a2eb91d-f0a4-41a5-b375-3a12cf35d9ac.wav,/final/chunk30.wav,Samsung,1721
25-39,English,English,Prefer not to disclose,fluffy baseboard yogurt division,surprise,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_f4f90275-f7f0-480c-8aaf-8bcaf660e347.wav,/final/chunk20.wav,7900948769,1722
25-39,English,English,Prefer not to disclose,fluffy baseboard yogurt division,surprise,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_f4f90275-f7f0-480c-8aaf-8bcaf660e347.wav,/final/chunk40.wav,7900948769,1723
18-24,English,Chinese,Woman,five special guest treasures,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_cf45dddd-1b1a-48fc-9c54-f57fea465f5b.wav,/final/chunk11.wav,Iphone X,1724
18-24,English,Chinese,Woman,five special guest treasures,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_cf45dddd-1b1a-48fc-9c54-f57fea465f5b.wav,/final/chunk13.wav,Iphone X,1725
18-24,English,Chinese,Woman,five special guest treasures,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_cf45dddd-1b1a-48fc-9c54-f57fea465f5b.wav,/final/chunk21.wav,Iphone X,1726
60 and over,English,English,Man,the thunder break craze,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_09b0540c-f886-47ff-89a7-063568bae0ef.wav,/final/chunk01.wav,Moto e,1727
60 and over,English,English,Man,the thunder break craze,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_09b0540c-f886-47ff-89a7-063568bae0ef.wav,/final/chunk41.wav,Moto e,1728
60 and over,English,English,Woman,snow meteor down the chimney,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_dd79d2e8-5b1e-4f4e-a34b-49169b7a3ae2.wav,/final/chunk12.wav,Samsung Galaxy 8,1729
60 and over,English,English,Man,five dollar slaw onion cure,fear,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_6fe21b60-f7f3-44a6-8f4f-d568bfcbe17f.wav,/final/chunk20.wav,Samsung,1730
60 and over,English,English,Man,five dollar slaw onion cure,fear,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_6fe21b60-f7f3-44a6-8f4f-d568bfcbe17f.wav,/final/chunk60.wav,Samsung,1731
25-39,English,Hungarian,Woman,hungry action hippos fruit,neutral,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_7bdd059c-e54d-442a-8ad9-50268f5fc47a.wav,/final/chunk10.wav,Samsung S8,1732
25-39,English,Hungarian,Woman,hungry action hippos fruit,neutral,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_7bdd059c-e54d-442a-8ad9-50268f5fc47a.wav,/final/chunk20.wav,Samsung S8,1733
25-39,English,Hungarian,Woman,hungry action hippos fruit,neutral,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_7bdd059c-e54d-442a-8ad9-50268f5fc47a.wav,/final/chunk30.wav,Samsung S8,1734
18-24,English,Portuguese,Woman,hungry action hippos fruit,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_94abd405-ca6a-460a-bd27-09f54e1cf9d4.wav,/final/chunk10.wav,Galaxy S10,1735
18-24,English,Portuguese,Woman,hungry action hippos fruit,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_94abd405-ca6a-460a-bd27-09f54e1cf9d4.wav,/final/chunk31.wav,Galaxy S10,1736
18-24,English,Portuguese,Woman,hungry action hippos fruit,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_94abd405-ca6a-460a-bd27-09f54e1cf9d4.wav,/final/chunk41.wav,Galaxy S10,1737
18-24,English,English,Woman,banana and mustard sandwiches,joy,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_50357202-fbc1-4f7c-a8b6-531bc8b50747.wav,/final/chunk10.wav,iPhone XR,1738
18-24,English,English,Woman,banana and mustard sandwiches,joy,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_50357202-fbc1-4f7c-a8b6-531bc8b50747.wav,/final/chunk30.wav,iPhone XR,1739
25-39,English,English,Man,five special guest treasures,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_5ac850ba-4f24-452c-abac-b5a656aa4dab.wav,/final/chunk51.wav,iPhone,1740
25-39,English,English,Man,five special guest treasures,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_5ac850ba-4f24-452c-abac-b5a656aa4dab.wav,/final/chunk60.wav,iPhone,1741
40-60,English,English,Woman,heavy undersea birthday pumpkins,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_7ece2d6d-85bb-476e-b587-f9314ca46b58.wav,/final/chunk10.wav,Android,1742
40-60,English,English,Woman,heavy undersea birthday pumpkins,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_7ece2d6d-85bb-476e-b587-f9314ca46b58.wav,/final/chunk11.wav,Android,1743
40-60,English,English,Woman,heavy undersea birthday pumpkins,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_7ece2d6d-85bb-476e-b587-f9314ca46b58.wav,/final/chunk12.wav,Android,1744
25-39,English,English,Woman,the thunder break craze,disgust,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_90c51c61-7e4b-4261-a1f4-f28d69829b37.wav,/final/chunk11.wav,iPhone,1745
25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_e8ba511d-7aaf-4c4a-94ff-dd44cd730c06.wav,/final/chunk11.wav,iPhone 12,1746
25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_e8ba511d-7aaf-4c4a-94ff-dd44cd730c06.wav,/final/chunk13.wav,iPhone 12,1747
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_c3812dff-b1d2-45d4-8fd8-193471da4fb3.wav,/final/chunk11.wav,iPhone 12,1748
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_c3812dff-b1d2-45d4-8fd8-193471da4fb3.wav,/final/chunk13.wav,iPhone 12,1749
